State Imports by NAICS Commodities,,,,
Current date: 11/14/2018 6:42 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Customs Value (Gen) ($US)
Alaska,313 Textiles & Fabrics,World Total,2017,"461,620"
Alaska,314 Textile Mill Products,World Total,2008,"8,108,611"
Alaska,314 Textile Mill Products,World Total,2009,"4,081,374"
Alaska,314 Textile Mill Products,World Total,2010,"2,083,748"
Alaska,314 Textile Mill Products,World Total,2011,"3,708,343"
Alaska,314 Textile Mill Products,World Total,2012,"4,801,558"
Alaska,314 Textile Mill Products,World Total,2013,"2,253,252"
Alaska,314 Textile Mill Products,World Total,2014,"2,320,046"
Alaska,314 Textile Mill Products,World Total,2015,"3,309,457"
Alaska,314 Textile Mill Products,World Total,2016,"3,852,212"
Alaska,314 Textile Mill Products,World Total,2017,"2,118,123"
Alaska,315 Apparel & Accessories,World Total,2008,"11,712,736"
Alaska,315 Apparel & Accessories,World Total,2009,"8,138,537"
Alaska,315 Apparel & Accessories,World Total,2010,"8,502,452"
Alaska,315 Apparel & Accessories,World Total,2011,"7,650,449"
Alaska,315 Apparel & Accessories,World Total,2012,"9,363,930"
Alaska,315 Apparel & Accessories,World Total,2013,"6,040,321"
Alaska,315 Apparel & Accessories,World Total,2014,"7,693,483"
Alaska,315 Apparel & Accessories,World Total,2015,"7,300,794"
Alaska,315 Apparel & Accessories,World Total,2016,"11,797,448"
Alaska,315 Apparel & Accessories,World Total,2017,"8,995,776"
Alaska,316 Leather & Allied Products,World Total,2008,"1,578,707"
Alaska,316 Leather & Allied Products,World Total,2009,"905,025"
Alaska,316 Leather & Allied Products,World Total,2010,"1,165,383"
Alaska,316 Leather & Allied Products,World Total,2011,"2,491,756"
Alaska,316 Leather & Allied Products,World Total,2012,"967,473"
Alaska,316 Leather & Allied Products,World Total,2013,"1,453,188"
Alaska,316 Leather & Allied Products,World Total,2014,"1,652,546"
Alaska,316 Leather & Allied Products,World Total,2015,"1,084,114"
Alaska,316 Leather & Allied Products,World Total,2016,"4,290,669"
Alaska,316 Leather & Allied Products,World Total,2017,"3,782,224"
Alaska,321 Wood Products,World Total,2008,"19,841,066"
Alaska,321 Wood Products,World Total,2009,"22,698,905"
Alaska,321 Wood Products,World Total,2010,"10,304,094"
Alaska,321 Wood Products,World Total,2011,"8,630,234"
Alaska,321 Wood Products,World Total,2012,"8,310,236"
Alaska,321 Wood Products,World Total,2013,"8,356,375"
Alaska,321 Wood Products,World Total,2014,"9,365,410"
Alaska,321 Wood Products,World Total,2015,"13,089,332"
Alaska,321 Wood Products,World Total,2016,"13,213,663"
Alaska,321 Wood Products,World Total,2017,"15,567,748"
Alaska,322 Paper,World Total,2008,"8,277,109"
Alaska,322 Paper,World Total,2009,"6,246,881"
Alaska,322 Paper,World Total,2010,"5,750,847"
Alaska,322 Paper,World Total,2011,"11,955,291"
Alaska,322 Paper,World Total,2012,"9,174,536"
Alaska,322 Paper,World Total,2013,"9,419,882"
Alaska,322 Paper,World Total,2014,"11,025,282"
Alaska,322 Paper,World Total,2015,"9,934,749"
Alaska,322 Paper,World Total,2016,"7,835,227"
Alaska,322 Paper,World Total,2017,"8,560,512"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2008,"1,446,921"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2009,"1,424,177"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2010,"1,253,606"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"1,363,459"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"1,132,187"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"1,168,041"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"1,604,987"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"1,278,697"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"1,408,253"
Alaska,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"1,495,604"
Alaska,324 Petroleum & Coal Products,World Total,2008,"224,270,501"
Alaska,324 Petroleum & Coal Products,World Total,2009,"330,796,111"
Alaska,324 Petroleum & Coal Products,World Total,2010,"548,378,100"
Alaska,324 Petroleum & Coal Products,World Total,2011,"558,259,583"
Alaska,324 Petroleum & Coal Products,World Total,2012,"898,737,707"
Alaska,324 Petroleum & Coal Products,World Total,2013,"634,003,955"
Alaska,324 Petroleum & Coal Products,World Total,2014,"785,666,241"
Alaska,324 Petroleum & Coal Products,World Total,2015,"766,605,457"
Alaska,324 Petroleum & Coal Products,World Total,2016,"518,110,994"
Alaska,324 Petroleum & Coal Products,World Total,2017,"668,863,972"
Alaska,325 Chemicals,World Total,2008,"36,699,019"
Alaska,325 Chemicals,World Total,2009,"31,024,784"
Alaska,325 Chemicals,World Total,2010,"33,190,183"
Alaska,325 Chemicals,World Total,2011,"38,349,989"
Alaska,325 Chemicals,World Total,2012,"45,092,458"
Alaska,325 Chemicals,World Total,2013,"41,291,055"
Alaska,325 Chemicals,World Total,2014,"47,799,395"
Alaska,325 Chemicals,World Total,2015,"51,531,537"
Alaska,325 Chemicals,World Total,2016,"31,053,130"
Alaska,325 Chemicals,World Total,2017,"39,355,442"
Alaska,326 Plastics & Rubber Products,World Total,2008,"14,116,557"
Alaska,326 Plastics & Rubber Products,World Total,2009,"12,603,668"
Alaska,326 Plastics & Rubber Products,World Total,2010,"14,048,620"
Alaska,326 Plastics & Rubber Products,World Total,2011,"12,658,950"
Alaska,326 Plastics & Rubber Products,World Total,2012,"12,676,894"
Alaska,326 Plastics & Rubber Products,World Total,2013,"11,913,345"
Alaska,326 Plastics & Rubber Products,World Total,2014,"9,924,119"
Alaska,326 Plastics & Rubber Products,World Total,2015,"9,641,564"
Alaska,326 Plastics & Rubber Products,World Total,2016,"9,880,115"
Alaska,326 Plastics & Rubber Products,World Total,2017,"12,509,072"
Alaska,327 Nonmetallic Mineral Products,World Total,2008,"10,621,349"
Alaska,327 Nonmetallic Mineral Products,World Total,2009,"12,064,367"
Alaska,327 Nonmetallic Mineral Products,World Total,2010,"10,165,911"
Alaska,327 Nonmetallic Mineral Products,World Total,2011,"8,723,792"
Alaska,327 Nonmetallic Mineral Products,World Total,2012,"11,425,209"
Alaska,327 Nonmetallic Mineral Products,World Total,2013,"12,111,499"
Alaska,327 Nonmetallic Mineral Products,World Total,2014,"14,579,358"
Alaska,327 Nonmetallic Mineral Products,World Total,2015,"11,606,528"
Alaska,327 Nonmetallic Mineral Products,World Total,2016,"26,416,209"
Alaska,327 Nonmetallic Mineral Products,World Total,2017,"12,698,238"
Alaska,331 Primary Metal Mfg,World Total,2008,"25,182,402"
Alaska,331 Primary Metal Mfg,World Total,2009,"39,007,491"
Alaska,331 Primary Metal Mfg,World Total,2010,"38,161,116"
Alaska,331 Primary Metal Mfg,World Total,2011,"29,821,750"
Alaska,331 Primary Metal Mfg,World Total,2012,"24,759,378"
Alaska,331 Primary Metal Mfg,World Total,2013,"32,156,092"
Alaska,331 Primary Metal Mfg,World Total,2014,"55,442,847"
Alaska,331 Primary Metal Mfg,World Total,2015,"41,629,277"
Alaska,331 Primary Metal Mfg,World Total,2016,"30,463,475"
Alaska,331 Primary Metal Mfg,World Total,2017,"30,903,639"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2008,"61,908,921"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2009,"58,958,426"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2010,"33,527,117"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2011,"59,294,776"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2012,"57,935,629"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2013,"41,992,534"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2014,"51,097,192"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2015,"46,604,280"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2016,"36,081,042"
Alaska,"332 Fabricated Metal Products, Nesoi",World Total,2017,"34,572,624"
Alaska,"333 Machinery, Except Electrical",World Total,2008,"99,082,214"
Alaska,"333 Machinery, Except Electrical",World Total,2009,"106,717,186"
Alaska,"333 Machinery, Except Electrical",World Total,2010,"90,408,986"
Alaska,"333 Machinery, Except Electrical",World Total,2011,"158,408,412"
Alaska,"333 Machinery, Except Electrical",World Total,2012,"110,686,094"
Alaska,"333 Machinery, Except Electrical",World Total,2013,"105,221,447"
Alaska,"333 Machinery, Except Electrical",World Total,2014,"117,396,657"
Alaska,"333 Machinery, Except Electrical",World Total,2015,"198,759,313"
Alaska,"333 Machinery, Except Electrical",World Total,2016,"72,080,610"
Alaska,"333 Machinery, Except Electrical",World Total,2017,"102,985,125"
Alaska,334 Computer & Electronic Products,World Total,2008,"305,635,843"
Alaska,334 Computer & Electronic Products,World Total,2009,"80,279,605"
Alaska,334 Computer & Electronic Products,World Total,2010,"231,812,943"
Alaska,334 Computer & Electronic Products,World Total,2011,"455,068,182"
Alaska,334 Computer & Electronic Products,World Total,2012,"226,779,690"
Alaska,334 Computer & Electronic Products,World Total,2013,"160,135,007"
Alaska,334 Computer & Electronic Products,World Total,2014,"215,598,116"
Alaska,334 Computer & Electronic Products,World Total,2015,"556,197,385"
Alaska,334 Computer & Electronic Products,World Total,2016,"808,398,485"
Alaska,334 Computer & Electronic Products,World Total,2017,"427,999,911"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2008,"29,213,469"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2009,"10,330,641"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2010,"6,975,636"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2011,"15,504,101"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2012,"13,812,770"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2013,"35,740,652"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2014,"16,704,085"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2015,"14,866,502"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2016,"42,798,693"
Alaska,"335 Electrical Equipment, Appliances & Components",World Total,2017,"20,702,499"
Alaska,336 Transportation Equipment,World Total,2008,"40,879,305"
Alaska,336 Transportation Equipment,World Total,2009,"31,663,701"
Alaska,336 Transportation Equipment,World Total,2010,"30,990,812"
Alaska,336 Transportation Equipment,World Total,2011,"47,511,132"
Alaska,336 Transportation Equipment,World Total,2012,"178,686,967"
Alaska,336 Transportation Equipment,World Total,2013,"80,617,535"
Alaska,336 Transportation Equipment,World Total,2014,"81,990,423"
Alaska,336 Transportation Equipment,World Total,2015,"453,907,800"
Alaska,336 Transportation Equipment,World Total,2016,"50,112,193"
Alaska,336 Transportation Equipment,World Total,2017,"125,073,870"
Alaska,337 Furniture & Fixtures,World Total,2008,"7,262,485"
Alaska,337 Furniture & Fixtures,World Total,2009,"3,767,478"
Alaska,337 Furniture & Fixtures,World Total,2010,"3,573,584"
Alaska,337 Furniture & Fixtures,World Total,2011,"4,752,972"
Alaska,337 Furniture & Fixtures,World Total,2012,"4,382,024"
Alaska,337 Furniture & Fixtures,World Total,2013,"4,860,330"
Alaska,337 Furniture & Fixtures,World Total,2014,"7,073,874"
Alaska,337 Furniture & Fixtures,World Total,2015,"8,490,540"
Alaska,337 Furniture & Fixtures,World Total,2016,"7,800,030"
Alaska,337 Furniture & Fixtures,World Total,2017,"5,799,990"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2008,"11,094,994"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2009,"6,511,439"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2010,"7,227,477"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2011,"6,408,658"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2012,"6,601,062"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2013,"7,748,863"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2014,"14,536,322"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2015,"8,521,702"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2016,"16,574,765"
Alaska,339 Miscellaneous Manufactured Commodities,World Total,2017,"8,066,797"
Alaska,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2009,"121,915"
Alaska,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2010,"2,288"
Alaska,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2011,"2,499"
Alaska,910 Waste And Scrap,World Total,2008,"107,550"
Alaska,910 Waste And Scrap,World Total,2009,"298,048"
Alaska,910 Waste And Scrap,World Total,2010,"423,785"
Alaska,910 Waste And Scrap,World Total,2011,"171,305"
Alaska,910 Waste And Scrap,World Total,2012,"333,196"
Alaska,910 Waste And Scrap,World Total,2013,"501,106"
Alaska,910 Waste And Scrap,World Total,2014,"109,211"
Alaska,910 Waste And Scrap,World Total,2015,"59,625"
Alaska,910 Waste And Scrap,World Total,2016,"180,866"
Alaska,910 Waste And Scrap,World Total,2017,"138,862"
Alaska,920 Used Or Second-hand Merchandise,World Total,2008,"2,523,299"
Alaska,920 Used Or Second-hand Merchandise,World Total,2009,"1,557,624"
Alaska,920 Used Or Second-hand Merchandise,World Total,2010,"2,764,667"
Alaska,920 Used Or Second-hand Merchandise,World Total,2011,"1,848,184"
Alaska,930 Used Or Second-hand Merchandise,World Total,2012,"5,692,926"
Alaska,930 Used Or Second-hand Merchandise,World Total,2013,"1,445,962"
Alaska,930 Used Or Second-hand Merchandise,World Total,2014,"1,660,137"
Alaska,930 Used Or Second-hand Merchandise,World Total,2015,"8,283,842"
Alaska,930 Used Or Second-hand Merchandise,World Total,2016,"2,863,062"
Alaska,930 Used Or Second-hand Merchandise,World Total,2017,"2,010,793"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2008,"250,312,902"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2009,"94,709,221"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2010,"102,126,435"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2011,"98,208,495"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2012,"120,263,798"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2013,"160,370,442"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2014,"125,902,323"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2015,"139,222,160"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2016,"147,900,283"
Alaska,980 Goods Returned (exports For Canada Only),World Total,2017,"50,686,407"
Alaska,990 Other Special Classification Provisions,World Total,2008,"469,530"
Alaska,990 Other Special Classification Provisions,World Total,2009,"764,980"
Alaska,990 Other Special Classification Provisions,World Total,2010,"239,387"
Alaska,990 Other Special Classification Provisions,World Total,2011,"327,273"
Alaska,990 Other Special Classification Provisions,World Total,2012,"188,595"
Alaska,990 Other Special Classification Provisions,World Total,2013,"683,283"
Alaska,990 Other Special Classification Provisions,World Total,2014,"125,274"
Alaska,990 Other Special Classification Provisions,World Total,2015,"8,289,307"
Alaska,990 Other Special Classification Provisions,World Total,2016,"326,647"
Alaska,990 Other Special Classification Provisions,World Total,2017,"248,548"
Arizona,111 Agricultural Products,World Total,2008,"1,898,336,618"
Arizona,111 Agricultural Products,World Total,2009,"1,778,460,961"
Arizona,111 Agricultural Products,World Total,2010,"2,282,041,728"
Arizona,111 Agricultural Products,World Total,2011,"2,179,184,217"
Arizona,111 Agricultural Products,World Total,2012,"2,351,908,688"
Arizona,111 Agricultural Products,World Total,2013,"2,386,951,456"
Arizona,111 Agricultural Products,World Total,2014,"2,367,904,518"
Arizona,111 Agricultural Products,World Total,2015,"2,190,405,317"
Arizona,111 Agricultural Products,World Total,2016,"2,461,470,432"
Arizona,111 Agricultural Products,World Total,2017,"2,236,240,325"
Arizona,112 Livestock & Livestock Products,World Total,2008,"75,207,583"
Arizona,112 Livestock & Livestock Products,World Total,2009,"100,295,287"
Arizona,112 Livestock & Livestock Products,World Total,2010,"106,568,309"
Arizona,112 Livestock & Livestock Products,World Total,2011,"113,278,115"
Arizona,112 Livestock & Livestock Products,World Total,2012,"143,559,947"
Arizona,112 Livestock & Livestock Products,World Total,2013,"132,918,859"
Arizona,112 Livestock & Livestock Products,World Total,2014,"150,262,955"
Arizona,112 Livestock & Livestock Products,World Total,2015,"183,808,516"
